N,T1,T2
725,240,0
726,220,0
727,200,0
728,180,0
729,230,0
730,200,0
731,180,0
732,190,0
733,190,0
734,240,0
735,190,0
736,180,0
737,190,0
738,200,0
739,190,0
740,220,0
741,170,0
742,190,0
743,200,0
744,190,0
745,200,0
746,220,0
747,190,0
748,190,0
749,450,0
750,220,0
751,220,0
752,220,0
753,220,0
754,200,0
755,210,0
756,240,0
757,210,0
758,220,0
759,190,0
760,270,0
761,190,0
762,250,0
763,500,0
764,200,0
765,190,0
766,260,0
767,210,0
768,250,0
769,210,0
770,200,0
771,260,0
772,170,0
773,200,0
774,200,0
775,210,0
776,240,0
777,200,0
778,200,0
779,220,0
780,220,0
781,230,0
782,410,0
783,250,0
784,210,0
785,220,0
786,210,0
787,200,0
788,240,0
789,240,0
790,200,0
791,240,0
792,190,0
793,200,0
794,270,0
795,230,0
796,210,0
797,210,0
798,230,0
799,300,0
800,240,0
801,200,0
802,230,0
803,410,0
804,250,0
805,210,0
806,200,0
807,180,0
808,220,0
809,430,0
810,220,0
811,190,0
812,220,0
813,200,0
814,200,0
815,230,0
816,180,0
817,220,0
818,220,0
819,570,0
820,240,0
821,220,0
822,220,0
823,200,0
824,240,0
825,240,0
826,240,0
827,220,0
828,250,0
829,220,0
830,190,0
831,200,0
832,230,0
833,220,0
834,160,0
835,200,0
836,190,0
837,220,0
838,170,0
839,260,0
840,230,0
841,300,0
842,320,0
843,410,0
844,290,0
845,490,0
846,220,0
847,400,0
848,350,0
849,350,0
850,1730,0
851,890,0
852,440,0
853,230,0
854,380,0
855,480,0
856,420,0
857,410,0
858,450,0
859,800,0
860,350,0
861,1040,0
862,390,0
863,460,0
864,420,0
865,280,0
866,410,0
867,420,0
868,340,0
869,290,0
870,910,0
871,260,0
872,280,0
873,440,0
874,290,0
875,340,0
876,730,0
877,600,0
878,590,0
879,380,0
880,360,0
881,270,0
882,310,0
883,380,0
884,330,0
885,280,0
886,380,0
887,270,0
888,370,0
889,300,0
890,310,0
891,570,0
892,390,0
893,440,0
894,270,0
895,340,0
896,330,0
897,280,0
898,360,0
899,380,0
900,200,0
901,340,0
902,250,0
903,280,0
904,320,0
905,220,0
906,220,0
907,230,0
908,180,0
909,250,0
910,210,0
911,230,0
912,190,0
913,270,0
914,300,0
915,380,0
916,280,0
917,200,0
918,210,0
919,720,0
920,240,0
921,270,0
922,230,0
923,250,0
924,500,0
925,290,0
926,360,0
927,310,0
928,250,0
929,240,0
930,390,0
931,250,0
932,330,0
933,210,0
934,360,0
935,350,0
936,270,0
937,260,0
938,260,0
939,280,0
940,240,0
941,310,0
942,200,0
943,250,0
