N,T1,T2
706,33650,0
707,22810,0
708,33400,0
709,44390,0
710,36500,0
711,26920,0
712,18850,0
713,40670,0
714,25460,0
715,42840,0
716,28250,0
717,25100,0
718,20410,0
719,26360,0
720,26450,0
721,14440,0
722,20940,0
723,26880,0
724,26330,0
725,38970,0
726,51320,0
727,34350,0
728,35510,0
729,24820,0
730,21040,0
731,42320,0
732,42160,0
733,31870,0
734,43640,0
735,34340,0
736,36450,0
737,41950,0
738,34060,0
739,28020,0
740,27940,0
741,34050,0
742,26820,0
743,49650,0
744,51500,0
745,22150,0
746,32430,0
747,47350,0
748,17410,0
749,49680,0
750,38750,0
751,41810,0
752,26980,0
753,45320,0
754,49620,0
755,29630,0
756,35710,0
757,55370,0
758,19030,0
759,27100,0
760,27230,0
761,32570,0
762,25660,0
763,37140,0
764,27810,0
765,30310,0
766,33360,0
767,29740,0
768,38030,0
769,42860,0
770,22770,0
771,36880,0
772,49860,0
773,29210,0
774,27540,0
775,29850,0
776,30690,0
777,19050,0
778,20160,0
779,57900,0
780,37560,0
781,34550,0
782,57550,0
783,88480,0
784,29720,0
785,20070,0
786,34360,0
787,34780,0
788,30200,0
789,22220,0
790,27990,0
791,35670,0
792,42320,0
793,43660,0
794,37540,0
795,42690,0
796,31470,0
797,16490,0
798,42440,0
799,29560,0
800,33940,0
801,28470,0
802,27750,0
803,33130,0
804,25440,0
805,31560,0
806,49110,0
807,53300,0
808,39100,0
809,35540,0
810,22050,0
811,27620,0
812,51430,0
813,35240,0
814,49040,0
815,43100,0
816,25530,0
817,19010,0
818,56250,0
819,42130,0
820,48620,0
821,28590,0
822,38630,0
823,30390,0
824,33460,0
825,32780,0
826,21180,0
827,33460,0
828,28390,0
829,42840,0
830,31370,0
831,40990,0
832,31990,0
833,27790,0
834,20760,0
835,21410,0
836,37540,0
837,28360,0
838,30240,0
839,19980,0
840,30880,0
841,46500,0
842,13270,0
843,38350,0
844,23710,0
845,33250,0
846,33540,0
847,25500,0
848,37190,0
849,20900,0
850,23330,0
851,46760,0
852,10730,0
853,38700,0
854,53070,0
855,69500,0
856,40720,0
857,38380,0
858,16280,0
859,41060,0
860,21300,0
861,54560,0
862,29050,0
863,54050,0
864,27320,0
865,35080,0
866,36630,0
867,29150,0
868,33640,0
869,39010,0
870,31340,0
871,30580,0
872,20450,0
873,43830,0
874,22310,0
875,59150,0
876,48130,0
877,22260,0
878,29760,0
879,31300,0
880,30120,0
881,34620,0
882,68200,0
883,26330,0
884,27690,0
885,38780,0
886,49230,0
887,31780,0
888,46150,0
889,24790,0
890,34730,0
891,23080,0
892,30090,0
893,42550,0
894,51460,0
895,32500,0
896,33790,0
897,27660,0
898,22530,0
899,32060,0
900,47780,0
901,20540,0
902,28710,0
903,43740,0
904,42370,0
905,32080,0
906,26990,0
907,58120,0
908,54350,0
909,30070,0
910,39020,0
911,41280,0
912,40560,0
913,30500,0
914,44480,0
915,26940,0
916,45240,0
917,23940,0
918,40410,0
919,29270,0
920,38500,0
921,16800,0
922,44150,0
923,14690,0
924,29140,0
925,16840,0
926,43840,0
927,30390,0
928,41950,0
929,26250,0
930,21560,0
931,15440,0
932,18610,0
933,23030,0
934,23250,0
935,27280,0
936,30570,0
937,33460,0
938,31910,0
939,54270,0
940,26860,0
941,26590,0
942,29170,0
943,50600,0
944,31700,0
945,30350,0
946,25130,0
947,43800,0
948,30680,0
949,14720,0
950,94570,0
951,28770,0
952,46640,0
953,38480,0
954,22500,0
955,30290,0
956,24290,0
957,46270,0
958,37830,0
959,25770,0
960,40500,0
961,38690,0
962,53750,0
963,51410,0
964,32870,0
965,33920,0
966,39010,0
967,76030,0
968,32010,0
969,30930,0
970,31250,0
971,33510,0
972,35240,0
973,45730,0
974,51610,0
975,15570,0
976,27470,0
977,28410,0
978,50160,0
979,37270,0
980,62630,0
981,37710,0
982,26190,0
983,32240,0
984,38670,0
985,33600,0
986,23500,0
987,28310,0
988,29900,0
989,27860,0
990,28460,0
991,48140,0
992,32600,0
993,42690,0
994,19570,0
995,24900,0
996,40180,0
997,46950,0
998,45940,0
999,47480,0
1000,44340,0
